"Date","Description","Amount","Transaction.Type","Category","Account.Name"
2012-09-20,"Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES",0,"credit","Interest Income","Indiana University Alumni Association Inc. MasterCard"
2012-09-20,"Interest Charged on Balance Transfers C_BANKCHARGES",0,"credit","Interest Income","Indiana University Alumni Association Inc. MasterCard"
2012-09-20,"WHOLE FOODS MA 09/20 #000848726 PURCHASE 690 Stanyan San Francisco CA",40,"debit","Groceries","Hour Monet 7291"
2012-09-19,"CHECKCARD 0918 NDU*MONIKER.COM 866-6906279 OR 24351782262525351443541",29.95,"debit","Web Hosting","Hour Monet 7291"
2012-09-19,"CHECKCARD 0918 CALIFORNIA ACADEMY OF 415-379-8000 CA...",24,"debit","Uncategorized","Hour Monet 7291"
2012-09-19,"BKOFAMERICA ATM 09/19 #000006577 WITHDRWL BAY STREET EMERY EMERYVILLE...",80,"debit","Cash & ATM","Hour Monet 7291"
2012-09-19,"CHECKCARD 0917 CLIPPER SERVICE 877-878-8883 CA...",20,"debit","Public Transportation","Hour Monet 7291"
2012-09-19,"CHECKCARD 0917 BONGO BURGER #2 BERKELEY CA 24071052262987183821079",11.42,"debit","Fast Food","Hour Monet 7291"
2012-09-19,"Check 117",90,"debit","Check","Hour Monet 7291"
2012-09-18,"SHELL Service 09/18 #000631600 PURCHASE SHELL SAN FRANCISCO CA",7.36,"debit","Gas & Fuel","Hour Monet 7291"
2012-09-18,"WALGREENS 09/18 #000101043 PURCHASE 2690 MISSION ST SAN FRANCISCO CA",30.84,"debit","Pharmacy","Hour Monet 7291"
2012-09-17,"76 10068468 SAN FRANCISCOCA",4.01,"debit","Gas & Fuel","BankAmericard Cash Rewards Signature Visa"
2012-09-17,"SHELL Service 09/15 #000640100 PURCHASE SHELL SAN BRUNO CA",4.05,"debit","Gas & Fuel","Hour Monet 7291"
2012-09-17,"CHECKCARD 0915 SERV U MARKET SAN FRANCISCOCA 24472682260952310789095",13.34,"debit","Groceries","Hour Monet 7291"
2012-09-17,"CHECKCARD 0915 GARDEN FRESH #2 PALO ALTO CA 24497782260900010900214",36,"debit","Restaurants","Hour Monet 7291"
2012-09-17,"CHECKCARD 0916 TM *A BRIDGE SCHOOL BE 415-421-8497 CA...",135,"debit","Entertainment","Hour Monet 7291"
2012-09-17,"CASA LUCAS 09/17 #000358900 PURCHASE 2934 24TH STREET SAN FRANCISCO CA",11.38,"debit","Groceries","Hour Monet 7291"
2012-09-17,"CHECKCARD 0917 MINAKO ORGANIC JAPANESE SAN FRANCISCOCA...",36,"debit","Restaurants","Hour Monet 7291"
2012-09-17,"CHECKCARD 0913 CLIPPER SERVICE 877-878-8883 CA...",20,"debit","Public Transportation","Hour Monet 7291"
2012-09-14,"FACEBOOK INC DES:DIRECT DEP ID:616038438502KYC INDN:STRATFORD,EVAN...",2895.18,"credit","Paycheck","my account 0020"
2012-09-14,"FACEBOOK INC DES:DIRECT DEP ID:616038438501KYC INDN:STRATFORD,EVAN...",2635.75,"credit","Paycheck","my account 0020"
2012-09-14,"CHECKCARD 0913 WF STUDENTINSURANCE 800-853-5899 CA...",1803.66,"debit","Health Insurance","Hour Monet 7291"
2012-09-13,"CHECKCARD 0911 IL PIRATA SAN FRANCISCOCA 24431062256286342800294",37,"debit","Restaurants","Hour Monet 7291"
2012-09-12,"CHECKCARD 0910 CLIPPER SERVICE 877-878-8883 CA...",20,"debit","Public Transportation","Hour Monet 7291"
2012-09-12,"CHECKCARD 0910 CLIPPER SERVICE 877-878-8883 CA...",20,"debit","Public Transportation","Hour Monet 7291"
2012-09-12,"CHECKCARD 0908 AT&T PARK CONCESS SAN FRANCISCOCA 24013392255000612908234",7.5,"debit","Home Phone","Hour Monet 7291"
2012-09-12,"CHECKCARD 0908 AT&T PARK MERCH SAN FRANCISCOCA 24013392255000599265400",10,"debit","Home Phone","Hour Monet 7291"
2012-09-11,"Check 116",18,"debit","Check","Hour Monet 7291"
2012-09-10,"SAFEWAY STORE 09/08 #000947008 PURCHASE 2300 16TH STREET SAN FRANCISCO CA",40.59,"debit","Groceries","Hour Monet 7291"
2012-09-10,"CHECKCARD 0909 EL METATE SAN FRANCISCOCA 24692162253000617651851",16.25,"debit","Restaurants","Hour Monet 7291"
2012-09-10,"WALGREENS 09/10 #000166014 PURCHASE 2690 MISSION ST SAN FRANCISCO CA",46.18,"debit","Pharmacy","Hour Monet 7291"
2012-09-10,"CHECKCARD 0910 ASI*KICKSTARTER COM 866-749-7545 WA...",28,"debit","Gift","Hour Monet 7291"
2012-09-10,"UC Berkeley DES:DIRECT PAY ID:ST23256150 INDN:0000SAVAGE,VALKYRIE AR CO...",79,"credit","Paycheck","Hour Monet 7291"
2012-09-10,"CHECKCARD 0907 YALIS CAFE BERKELEY CA 24692162252000341071666",6.88,"debit","Restaurants","Hour Monet 7291"
2012-09-10,"WHOLE FOODS MA 09/09 #000015489 PURCHASE 450 Rhode Island San Francisco CA",41.66,"debit","Groceries","Hour Monet 7291"
2012-09-10,"CHECKCARD 0906 FASTRAK CSC 877-2298655 CA 24492792251118000129430",25,"debit","Auto & Transport","Hour Monet 7291"
2012-09-10,"BKOFAMERICA ATM 09/07 #000004654 WITHDRWL BERKELEY MAIN BERKELEY CA",640,"debit","Cash & ATM","Hour Monet 7291"
2012-09-10,"CHECKCARD 0908 JUPITER/CAFE PANINI BERKELEY CA 24071052253158106634228",12.25,"debit","Restaurants","Hour Monet 7291"
2012-09-10,"CHECKCARD 0908 ORIGINAL GRAVITY PUBLIC SAN JOSE CA 24690292253700226411269",22,"debit","Alcohol & Bars","Hour Monet 7291"
2012-09-10,"BKOFAMERICA ATM 09/08 #000008075 WITHDRWL MISSION 23RD SAN FRANCISCO CA",40,"debit","Cash & ATM","Hour Monet 7291"
2012-09-10,"CHECKCARD 0907 CLIPPER SERVICE 877-878-8883 CA...",20,"debit","Public Transportation","Hour Monet 7291"
2012-09-10,"CHECKCARD 0907 WALGREENS #15025 BERKELEY CA 24445002252100246828166",13.91,"debit","Pharmacy","Hour Monet 7291"
2012-09-07,"TICKETS SF GIANTS 800-3520212 CA",176,"debit","Entertainment","BankAmericard Cash Rewards Signature Visa"
2012-09-07,"AMAZON VIDEO ON DEMAND 866-216-1072 WA",2.99,"debit","Movies & DVDs","BankAmericard Cash Rewards Signature Visa"
2012-09-07,"CHECKCARD 0906 SUNDANCE KAB 818-889-8562 CA 24692162250000807645575",26,"debit","Movies & DVDs","Hour Monet 7291"
2012-09-07,"UC Berkeley DES:DIRECT PAY ID:ST23256150 INDN:0000SAVAGE,VALKYRIE AR CO...",12000,"credit","Paycheck","Hour Monet 7291"
2012-09-07,"CHECKCARD 0905 CLIPPER SERVICE 877-878-8883 CA...",20,"debit","Public Transportation","Hour Monet 7291"
2012-09-06,"ONLINE PAYMENT FROM CHK 0",1894.97,"credit","Credit Card Payment","BankAmericard Cash Rewards Signature Visa"
2012-09-06,"Online Banking payment to CRD 0264 Confirmation# 0295855400",1894.97,"debit","Credit Card Payment","my account 0020"
2012-09-06,"UC Berkeley DES:DIRECT PAY ID:ST23256150 INDN:0000SAVAGE,VALKYRIE AR CO...",85.52,"credit","Paycheck","Hour Monet 7291"
2012-09-06,"CHECKCARD 0904 CAFE LA BOHEME SAN FRANCISCOCA 24323042249577876010323",5.35,"debit","Restaurants","Hour Monet 7291"
2012-09-06,"CHECKCARD 0905 ACM SIG CONFERENCES 212-8697440 NY 24436542250004072780186",455,"debit","Conferences","Hour Monet 7291"
2012-09-06,"BERKELEY BOWL 09/06 #000171700 PURCHASE 2020 OREGON ST. BERKELEY CA",54.67,"debit","Groceries","Hour Monet 7291"
2012-09-06,"CHECKCARD 0905 NEFILI CAFFE BERKEELY CA 24431062249286398300280",10.3,"debit","Coffee Shops","Hour Monet 7291"
2012-09-05,"CHECKCARD 0904 SOUTHERN PACIFIC B SAN FRANCISCOCA 24224432249105000802333",45,"debit","Alcohol & Bars","Hour Monet 7291"
2012-09-04,"SHELL OIL 57425677804 CLOVERDALE CA",50.21,"debit","Gas & Fuel","BankAmericard Cash Rewards Signature Visa"
2012-09-04,"RAYS FOOD PLACE 38 EUREKA CA",37.13,"debit","Food & Dining","BankAmericard Cash Rewards Signature Visa"
2012-09-04,"CHECKCARD 0903 GREEN LEAFS & BANANA - INDIANAPOLIS IN...",5.44,"debit","Restaurants","Hour Monet 7291"
2012-09-04,"CHECKCARD 0830 CLIPPER SERVICE 877-878-8883 CA...",20,"debit","Public Transportation","Hour Monet 7291"
2012-09-04,"CHECKCARD 0831 CAT CORA WORLD MARKET SALT LAKE CITUT...",14.44,"debit","Furnishings","Hour Monet 7291"
2012-09-04,"CHECKCARD 0831 EL METATE SAN FRANCISCOCA 24692162245000293215212",8.25,"debit","Restaurants","Hour Monet 7291"
2012-09-04,"SY8 CYCLE GEAR 09/03 #000044219 PURCHASE 150 HARRISON STRE SAN FRANCISCO CA",54.24,"debit","Cycling","Hour Monet 7291"
2012-09-04,"SAFEWAY STORE 09/03 #000945177 PURCHASE 2300 16TH STREET SAN FRANCISCO CA",44.58,"debit","Groceries","Hour Monet 7291"
2012-09-04,"BKOFAMERICA ATM 09/04 #000002198 DEPOSIT BERKELEY MAIN BERKELEY CA",1881.92,"credit","Income","Hour Monet 7291"
2012-09-04,"CHECKCARD 0902 BABES HOT DOG JOLIET IL 24019512247247350483908",20.13,"debit","Restaurants","Hour Monet 7291"
2012-09-04,"SAFEWAY STORE 09/01 #000871112 PURCHASE 475 M STREET CRESCENT CITY CA",10.68,"debit","Groceries","Hour Monet 7291"
2012-09-04,"CHECKCARD 0902 LOST COAST BREWERY EUREKA CA 24013392247000169119756",45,"debit","Alcohol & Bars","Hour Monet 7291"
2012-08-31,"FACEBOOK INC DES:DIRECT DEP ID:610023245545KYC INDN:STRATFORD,EVAN...",2841.26,"credit","Paycheck","my account 0020"
2012-08-31,"CHECKCARD 0830 DELTA AIR 00623127204 DELTA.COM CA 24717052244872440172644",661.2,"debit","Air Travel","Hour Monet 7291"
2012-08-31,"CHECKCARD 0829 THE PHO BAR BERKELEY CA 24765012243200288400073",13,"debit","Alcohol & Bars","Hour Monet 7291"
2012-08-31,"Check 115",75,"debit","Check","Hour Monet 7291"
2012-08-31,"USPS 056824004 08/31 #000001323 PURCHASE 1198 S VAN NESS A SAN FRANCISCO CA",5.06,"debit","Shipping","Hour Monet 7291"
2012-08-30,"CHECKCARD 0828 USAIRWAYS 03770938188 MANKATO MN 24792622242246900487844",467.4,"debit","Air Travel","Hour Monet 7291"
2012-08-30,"ARCO PAYPOINT 08/30 #000920100 PURCHASE 504 WHIPPLE AVE REDWOOD CITY CA",4.35,"debit","Gas & Fuel","Hour Monet 7291"
2012-08-30,"CHECKCARD 0828 USAIRWAYS 03770938188 MANKATO MN 24792622242246900487836",467.4,"debit","Air Travel","Hour Monet 7291"
2012-08-29,"AIR CANADA 0147093815 MANKATO MN",721.83,"debit","Air Travel","BankAmericard Cash Rewards Signature Visa"
2012-08-29,"AIR CANADA 0147093815 MANKATO MN",721.83,"debit","Air Travel","BankAmericard Cash Rewards Signature Visa"
2012-08-29,"CHECKCARD 0828 OWW*ORBITZ.COM 888-656-4546 IL...",13.98,"debit","Air Travel","Hour Monet 7291"
2012-08-29,"SAFEWAY STORE 08/29 #000933161 PURCHASE 2300 16TH STREET SAN FRANCISCO CA",60.28,"debit","Groceries","Hour Monet 7291"
2012-08-29,"BKOFAMERICA ATM 08/29 #000002862 WITHDRWL 24TH & BRYANT SAN FRANCISCO...",20,"debit","Cash & ATM","Hour Monet 7291"
2012-08-29,"BKOFAMERICA ATM 08/29 #000002861 DEPOSIT 24TH & BRYANT SAN FRANCISCO CA",2455,"credit","Income","Hour Monet 7291"
2012-08-29,"UC Berkeley DES:DIRECT PAY ID:E012451165 INDN:0000SAVAGE,VALKYRIE A CO...",258.09,"credit","Paycheck","Hour Monet 7291"
2012-08-29,"CHECKCARD 0827 CLIPPER SERVICE 877-878-8883 CA...",20,"debit","Public Transportation","Hour Monet 7291"
2012-08-29,"Interest Earned",0.02,"credit","Interest Income","Savings 1467"
2012-08-27,"CYCLE GEAR #40 SAN FRANCISCOCA",151.89,"debit","Cycling","BankAmericard Cash Rewards Signature Visa"
2012-08-27,"WALGREENS 08/27 #000101024 PURCHASE 2690 MISSION ST SAN FRANCISCO CA",13,"debit","Pharmacy","Hour Monet 7291"
2012-08-27,"CHECKCARD 0826 KITCHEN ON FIRE LLC 510-548-2665 CA...",150,"debit","Uncategorized","Hour Monet 7291"
2012-08-27,"UCB E-PAYMENT DES:5106423190 ID:242160415 INDN:VALKYRIE SAVAGE CO...",70.5,"debit","Credit Card Payment","Hour Monet 7291"
2012-08-27,"CHECKCARD 0825 APPLE STORE #R029 BURLINGAME CA 24692162240000789121028",85.52,"debit","Electronics & Software","Hour Monet 7291"
2012-08-27,"SAFEWAY STORE 08/25 #000915105 PURCHASE 1655 EL CAMINO RE SAN MATEO CA",47.91,"debit","Groceries","Hour Monet 7291"
2012-08-27,"CHECKCARD 0826 CHEVRON 000935 SAN FRANCISCOCA 06561940460322391206550",4.75,"debit","Gas & Fuel","Hour Monet 7291"
2012-08-27,"CHECKCARD 0824 AIRBNB INC 415-800-5959 CA 24692162237000165827003",2137,"debit","Mortgage & Rent","Hour Monet 7291"
2012-08-27,"CHECKCARD 0826 LUNG SHAN RESTAURANT SAN FRANCISCOCA 24493982240200922701478",45.6,"debit","Restaurants","Hour Monet 7291"
2012-08-27,"CHECKCARD 0823 VESPA SF SAN FRANCISCOCA 24071052237158134667324",24.89,"debit","Service & Parts","Hour Monet 7291"
2012-08-25,"Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES",0,"credit","Interest Income","BankAmericard Cash Rewards Signature Visa"
2012-08-25,"CARS DAWYDIAK INC.",169.95,"debit","Service & Parts","BankAmericard Cash Rewards Signature Visa"
2012-08-25,"Interest Charged on Purchases C_BANKCHARGES",0,"credit","Interest Income","BankAmericard Cash Rewards Signature Visa"
2012-08-25,"Interest Charged on Balance Transfers C_BANKCHARGES",0,"credit","Interest Income","BankAmericard Cash Rewards Signature Visa"
2012-08-25,"Interest Charged on Bank Cash Advances C_BANKCHARGES",0,"credit","Interest Income","BankAmericard Cash Rewards Signature Visa"
2012-08-24,"CHECKCARD 0823 SILVERSTONE CAFE SAN FRANCISCOCA 24431062237207276500134",4,"debit","Restaurants","Hour Monet 7291"
2012-08-24,"CHECKCARD 0822 CLIPPER SERVICE 877-878-8883 CA...",20,"debit","Public Transportation","Hour Monet 7291"
2012-08-24,"CHECKCARD 0822 PANERA BREAD #4517 SAN FRANCISCOCA 24427332236710019545088",2.79,"debit","Fast Food","Hour Monet 7291"
2012-08-24,"CHECKCARD 0822 CLIPPER SERVICE 877-878-8883 CA...",20,"debit","Public Transportation","Hour Monet 7291"
2012-08-24,"Angela Savage Bill Payment",30,"debit","Bills & Utilities","Hour Monet 7291"
2012-08-23,"Online scheduled transfer from CHK 7291 Confirmation# 4672156275",2100,"credit","Transfer","my account 0020"
2012-08-23,"PAYPAL DES:INST XFER ID:4S82266SRLNJY INDN:EVAN STRATFORD CO ID:PAYPALSI66...",5,"debit","Shopping","my account 0020"
2012-08-23,"BKOFAMERICA ATM 08/23 #000004651 WITHDRWL MISSION 23RD SAN FRANCISCO CA",80,"debit","Cash & ATM","Hour Monet 7291"
2012-08-23,"CHECKCARD 0821 THE PHO BAR BERKELEY CA 24765012235200288400305",16,"debit","Alcohol & Bars","Hour Monet 7291"
2012-08-23,"Online scheduled transfer to CHK 0020 Confirmation# 4672156275",2100,"debit","Transfer","Hour Monet 7291"
2012-08-23,"SAFEWAY STORE 08/23 #000137117 PURCHASE 2300 16TH STREET SAN FRANCISCO CA",21.85,"debit","Groceries","Hour Monet 7291"
2012-08-22,"FEDEXOFFICE 00040964 SAN FRANCISCOCA",1.43,"debit","Shipping","BankAmericard Cash Rewards Signature Visa"
2012-08-22,"PAYMENT",168.11,"credit","Credit Card Payment","Indiana University Alumni Association Inc. MasterCard"
2012-08-22,"FLAX ART & DES 08/22 #000660137 PURCHASE 1699 MARKET STREE SAN FRANCISCO CA",27.02,"debit","Furnishings","Hour Monet 7291"
2012-08-22,"CHECKCARD 0820 THE PHO BAR BERKELEY CA 24765012234200288400140",12.96,"debit","Alcohol & Bars","Hour Monet 7291"
2012-08-22,"RAINBOW GROCER 08/22 #000420503 PURCHASE 1745 FOLSOM STREE SAN FRANCISCO CA",35.04,"debit","Groceries","Hour Monet 7291"
2012-08-22,"Bank Of America Bill Payment",168.11,"debit","Credit Card Payment","Hour Monet 7291"
2012-08-22,"CASA LUCAS 08/22 #000865100 PURCHASE 2934 24TH STREET SAN FRANCISCO CA",22.22,"debit","Groceries","Hour Monet 7291"
2012-08-22,"CHECKCARD 0821 EL METATE SAN FRANCISCOCA 24692162234000168740032",12,"debit","Restaurants","Hour Monet 7291"
2012-08-21,"TAXI CAB SERVICE LONG ISLAND CNY",40.7,"debit","Rental Car & Taxi","BankAmericard Cash Rewards Signature Visa"
2012-08-21,"Interest Charged on Purchases C_BANKCHARGES",0,"credit","Interest Income","Indiana University Alumni Association Inc. MasterCard"
2012-08-21,"Interest Charged on Bank Cash Advances C_BANKCHARGES",0,"credit","Interest Income","Indiana University Alumni Association Inc. MasterCard"
2012-08-21,"Interest Charged on Balance Transfers C_BANKCHARGES",0,"credit","Interest Income","Indiana University Alumni Association Inc. MasterCard"
2012-08-21,"Interest Charged on Dir Dep&Chk CashAdv C_BANKCHARGES",0,"credit","Interest Income","Indiana University Alumni Association Inc. MasterCard"
2012-08-21,"CHECKCARD 0819 IL PIRATA SAN FRANCISCOCA 24431062233286342500090",12,"debit","Restaurants","Hour Monet 7291"
2012-08-21,"CHECKCARD 0819 VILLA PIZZA OF21053244 HOUSTON TX 24164072233023240054595",16.76,"debit","Restaurants","Hour Monet 7291"
2012-08-21,"USPS 050642006 08/21 #000005437 PURCHASE 2515 DURANT AVE BERKELEY CA",11.49,"debit","Shipping","Hour Monet 7291"
2012-08-21,"CASA LUCAS 08/21 #000334300 PURCHASE 2934 24TH STREET SAN FRANCISCO CA",25.37,"debit","Groceries","Hour Monet 7291"
2012-08-20,"ONLINE PAYMENT FROM CHK 0",244.62,"credit","Credit Card Payment","BankAmericard Cash Rewards Signature Visa"
2012-08-20,"Online Banking payment to CRD 0264 Confirmation# 2547043576",244.62,"debit","Credit Card Payment","my account 0020"
2012-08-20,"Online Banking transfer to CHK 7291 Confirmation# 0647045828",2596.64,"debit","Transfer","my account 0020"
2012-08-20,"WHOLE FOODS MA 08/19 #000965623 PURCHASE 450 Rhode Island San Francisco CA",46.5,"debit","Groceries","Hour Monet 7291"
2012-08-20,"Online Banking transfer from CHK 0020 Confirmation# 0647045828",2596.64,"credit","Transfer","Hour Monet 7291"
2012-08-20,"WINN-DIXIE # 08/18 #000361678 PURCHASE 251 KEY DEER BLVD BIG PINE KEY FL",43.47,"debit","Groceries","Hour Monet 7291"
2012-08-20,"CHECKCARD 0820 YOGEN FRUZ - IAH HOUSTON TX 24231682233091153000140",5.36,"debit","Fast Food","Hour Monet 7291"
2012-08-20,"CHECKCARD 0818 THE PORCH KEY WEST FL 24431062232200588300215",12,"debit","Alcohol & Bars","Hour Monet 7291"
2012-08-17,"FACEBOOK INC DES:DIRECT DEP ID:668031169812KYC INDN:STRATFORD,EVAN...",2841.26,"credit","Paycheck","my account 0020"
2012-08-17,"WINN-DIXIE # 08/17 #000155231 PURCHASE 251 KEY DEER BLVD BIG PINE KEY FL",90.65,"debit","Groceries","Hour Monet 7291"
2012-08-16,"CHECKCARD 0815 SUMMERLAND SANDAL, INC SUMMERLAND FL 24755422228162280891182",161.25,"debit","Clothing","Hour Monet 7291"
2012-08-15,"CHECKCARD 0813 CLIPPER SERVICE 877-878-8883 CA...",20,"debit","Public Transportation","Hour Monet 7291"
2012-08-15,"CHECKCARD 0813 PEPPERS OF KEY WEST KEY WEST FL 24207852227160400292797",17.98,"debit","Alcohol & Bars","Hour Monet 7291"
2012-08-14,"SHERATON ORLANDO DT FB ORLANDO FL",63,"debit","Hotel","BankAmericard Cash Rewards Signature Visa"
2012-08-14,"CHECKCARD 0805 GUERILLA CAFE BERKELEY CA 24013392226000782945160",24.12,"debit","Restaurants","Hour Monet 7291"
2012-08-14,"CHECKCARD 0813 SHERATON ORLANDO DWNTN ORLANDO FL 24906042226040300028090",31,"debit","Hotel","Hour Monet 7291"
2012-08-14,"CHECKCARD 0813 KINO SANDALS INC KEY WEST FL 24270742226307971180358",17.2,"debit","Printing","Hour Monet 7291"
2012-08-14,"CHECKCARD 0812 SHERATON ORLANDO DWNTN ORLANDO FL 24906042226040300027647",100.13,"debit","Hotel","Hour Monet 7291"
2012-08-13,"MEARS TRANSPORTATION G ORLANDO FL",43.45,"debit","Transfer","BankAmericard Cash Rewards Signature Visa"
2012-08-13,"CHECKCARD 0809 CLIPPER SERVICE 877-878-8883 CA...",20,"debit","Public Transportation","Hour Monet 7291"
2012-08-13,"CHECKCARD 0812 BIKINI VILLAGE KEY WEST FL 24755422226122268728642",26.86,"debit","Clothing","Hour Monet 7291"
2012-08-13,"CHECKCARD 0811 BOUDIN SFO # 413 SAN FRANCISCOCA 24231682225207488701059",16.38,"debit","Restaurants","Hour Monet 7291"
2012-08-13,"CHECKCARD 0811 Tomokazu Japanese Cuisi San FranciscoCA...",30,"debit","Restaurants","Hour Monet 7291"
2012-08-13,"CHECKCARD 0810 BEST WESTERN HOTELS EL MILLBRAE CA 24391212224207399700532",167.31,"debit","Hotel","Hour Monet 7291"
2012-08-13,"CHECKCARD 0809 THE PHO BAR BERKELEY CA 24765012223200288400200",13.96,"debit","Alcohol & Bars","Hour Monet 7291"
2012-08-13,"CHECKCARD 0811 OLD JERUSALEM SAN FRANCISCOCA 24323042224577319010376",34,"debit","Restaurants","Hour Monet 7291"
2012-08-13,"WALGREENS 08/12 #000921003 PURCHASE 527 DUVAL ST KEY WEST FL",63.5,"debit","Pharmacy","Hour Monet 7291"
2012-08-13,"CHECKCARD 0810 NEFILI CAFFE BERKEELY CA 24431062223286398100490",13,"debit","Coffee Shops","Hour Monet 7291"
2012-08-13,"CHECKCARD 0810 GOMNARU RESTAURANT BERKELEY CA 24707802225980154019324",15,"debit","Restaurants","Hour Monet 7291"
2012-08-10,"BERKELEY BOWL 08/10 #000070500 PURCHASE 2020 OREGON ST. BERKELEY CA",32.23,"debit","Groceries","Hour Monet 7291"
2012-08-10,"BKOFAMERICA ATM 08/09 #000008149 DEPOSIT MARKET-NEW MONTG SAN FRANCISCO CA",3576.88,"credit","Income","Hour Monet 7291"
2012-08-10,"CHECKCARD 0809 VENUS RESTAURANT BERKELEY CA 24707802222980151011160",42,"debit","Restaurants","Hour Monet 7291"
2012-08-10,"CHECKCARD 0807 VALERO 7528 MOUNTAIN VIEWCA 24427332222120002931459",4.01,"debit","Gas & Fuel","Hour Monet 7291"
2012-08-10,"CHECKCARD 0808 PAYPAL *JDILLONSF 402-935-7733 CA...",102.66,"credit","Income","Hour Monet 7291"
2012-08-10,"CHECKCARD 0808 YALIS CAFE BERKELEY CA 24692162222000760020746",10.45,"debit","Restaurants","Hour Monet 7291"
2012-08-10,"SAFEWAY STORE 08/09 #000913207 PURCHASE 2300 16TH STREET SAN FRANCISCO CA",14.68,"debit","Groceries","Hour Monet 7291"
2012-08-09,"CHECKCARD 0807 FERTILE GROUNDS BERKELEY CA 24493982221401080799907",12,"debit","Coffee Shops","Hour Monet 7291"
2012-08-09,"CHECKCARD 0807 CLIPPER SERVICE 877-878-8883 CA...",20,"debit","Public Transportation","Hour Monet 7291"
2012-08-08,"Games of Berke 08/08 #000200587 PURCHASE Games of Berkeley BERKELEY CA",54.35,"debit","Cooking Classes","Hour Monet 7291"
2012-08-08,"CHECKCARD 0806 SEASHELL MOTEL 517-7874150 FL 24777162220900018200117",99,"debit","Hotel","Hour Monet 7291"
2012-08-07,"CHECKCARD 0805 CHAMPAIGN CO CLERK INT 888-2177382 IL 24388942219670344204526",1.75,"debit","Service Fee","Hour Monet 7291"
2012-08-07,"CHECKCARD 0805 CHAMPAIGN COUNTY CLERK 888-2177382 IL 24388942219670344182367",21.9,"debit","Service Fee","Hour Monet 7291"
2012-08-06,"ONLINE PAYMENT FROM CHK 0",143.03,"credit","Credit Card Payment","BankAmericard Cash Rewards Signature Visa"
2012-08-06,"ECONOLODGE RIDGECREST CA",71.5,"debit","Hotel","BankAmericard Cash Rewards Signature Visa"
2012-08-06,"AMERICA'S BEST VALUE I FRESNO CA",66.67,"debit","Hotel","BankAmericard Cash Rewards Signature Visa"
2012-08-06,"Online Banking transfer to CHK 7291 Confirmation# 0527096835",2299.22,"debit","Transfer","my account 0020"
2012-08-06,"Online Banking payment to CRD 0264 Confirmation# 0527094554",143.03,"debit","Credit Card Payment","my account 0020"
2012-08-06,"AVIS RENT-A-CAR 1 SAN FRANCISCOCA",63.46,"debit","Rental Car & Taxi","Indiana University Alumni Association Inc. MasterCard"
2012-08-06,"BKOFAMERICA ATM 08/04 #000007161 DEPOSIT FRESNO CITY CENT FRESNO CA",3576.89,"credit","Income","Hour Monet 7291"
2012-08-06,"WALGREENS 08/05 #000823024 PURCHASE 1607 SHATTUCK AVE BERKELEY CA",22.16,"debit","Pharmacy","Hour Monet 7291"
2012-08-06,"SHELL Service 08/03 #000712200 PURCHASE SHELL PEARSONVILLE CA",6.41,"debit","Gas & Fuel","Hour Monet 7291"
2012-08-06,"CHECKCARD 0804 CHILDREN S MUSICAL THEA 559-4423140 CA 24755422218132183277401",28,"debit","Kids","Hour Monet 7291"
2012-08-06,"GRAND AVENUE 7 08/05 #000538800 PURCHASE 221 AIRPORT BLVD S SAN FRANCIS CA",50,"debit","Gas & Fuel","Hour Monet 7291"
2012-08-06,"CHECKCARD 0805 DUMPLING EMPIRE S SAN FRANCISCA 24431062219207483700321",21.5,"debit","Restaurants","Hour Monet 7291"
2012-08-06,"CVS 06772 08/04 #000019999 PURCHASE 06772-- Fresno CA",36.15,"debit","Pharmacy","Hour Monet 7291"
2012-08-06,"Online Banking transfer from CHK 0020 Confirmation# 0527096835",2299.22,"credit","Transfer","Hour Monet 7291"
2012-08-06,"CHECKCARD 0804 CAFE 99 TRAVER CA 24412902218980002825636",29,"debit","Restaurants","Hour Monet 7291"
2012-08-06,"CHECKCARD 0804 CHEVRON 002090 BAKERSFIELD CA 77958240460322171777763",31.69,"debit","Gas & Fuel","Hour Monet 7291"
2012-08-06,"JOUDA INC DBA 08/04 #000956036 PURCHASE JOUDA INC D33102 BAKERSFIELD CA",3.95,"debit","Gas & Fuel","Hour Monet 7291"
2012-08-06,"CHECKCARD 0804 ORIENTAL CHI MASSAGE FRESNO CA 24071052218987137249356",44,"debit","Spa & Massage","Hour Monet 7291"
2012-08-06,"SHELL Service 08/06 #000761800 PURCHASE SHELL BERKELEY CA",3.55,"debit","Gas & Fuel","Hour Monet 7291"
2012-08-06,"CHECKCARD 0804 THE SHOPPE AT BRAVO FA TRAVER CA 24323002218253217020659",5.49,"debit","Travel","Hour Monet 7291"
2012-08-06,"DOS PALOS CHEV 08/05 #000631472 PURCHASE DOS PALOS C16150 DOS PALOS CA",4.47,"debit","Gas & Fuel","Hour Monet 7291"
2012-08-06,"CHECKCARD 0804 SUBWAY 00345512 PEARSONVILLE CA...",5,"debit","Fast Food","Hour Monet 7291"
2012-08-06,"SIERRA GATEWAY 08/04 #000236100 PURCHASE 14606 HIGHWAY 178 LAKE ISABELL CA",23.67,"debit","Electronics & Software","Hour Monet 7291"
2012-08-03,"FACEBOOK INC DES:DIRECT DEP ID:626037449079KYC INDN:STRATFORD,EVAN...",2841.25,"credit","Paycheck","my account 0020"
